seed,condition,facts,item,depth,ntok,logprob_per_token
0,mismatched,A,42,0.4148,16,-2.524764569476247
0,mismatched,A,43,0.2585,52,-3.2606801125920564
0,mismatched,A,44,0.266,31,-3.183553787489091
0,mismatched,A,45,0.8638,15,-1.5142718128859998
0,mismatched,A,46,0.6851,25,-2.387121868431568
0,mismatched,A,47,0.6244,18,-1.3633266311630399
0,mismatched,A,48,0.479,14,-1.928264073694923
0,mismatched,A,49,0.3087,28,-3.2200811555043662
0,mismatched,A,50,0.1851,23,-4.450243775611338
0,mismatched,A,51,0.2616,29,-2.524228872345953
0,mismatched,A,52,0.5661,32,-2.211293089785613
0,mismatched,A,53,0.8161,20,-1.7967157572275028
0,mismatched,A,54,0.8031,19,-2.254218531141401
0,mismatched,A,55,0.3991,16,-3.801641959697008
0,mismatched,A,56,0.1345,30,-3.33784019316469
0,mismatched,A,57,0.6911,42,-3.059770401242921
0,mismatched,A,58,0.9156,13,-3.3198068702163606
0,mismatched,A,59,0.3479,15,-2.475778834025065
0,mismatched,A,60,0.5699,20,-2.63976519262651
0,mismatched,A,61,0.448,15,-1.5516952653793852
0,mismatched,A,62,0.7955,18,-3.0264930050664893
0,mismatched,A,63,0.2752,34,-2.066578940293231
0,mismatched,A,64,0.1565,35,-2.7931313506701763
0,mismatched,A,65,0.2101,31,-1.3328818620460468
0,mismatched,A,66,0.8216,43,-3.071775926469262
0,mismatched,A,67,0.1354,30,-2.2613079184976717
0,mismatched,A,68,0.461,43,-0.9110549714695121
0,mismatched,A,69,0.0603,49,-1.9857623766209664
0,mismatched,A,70,0.5455,14,-2.6682650558650494
0,mismatched,A,71,0.8761,12,-3.459008183951179
0,mismatched,A,72,0.9667,19,-3.1413791179656982
0,mismatched,A,73,0.8165,15,-3.685658794641495
0,mismatched,A,74,0.5366,18,-3.771613257419732
0,mismatched,A,75,0.3295,29,-2.6475575504310687
0,mismatched,A,76,0.431,25,-3.7919905263185503
0,mismatched,A,77,0.7001,27,-1.0028861221648253
0,mismatched,A,78,0.0589,28,-0.3102477192317435
0,mismatched,A,79,0.2435,19,-2.579503751899067
0,mismatched,A,80,0.9773,23,-2.7991984883227143
0,mismatched,A,81,0.1241,37,-3.4147790344180287
0,mismatched,A,82,0.4138,22,-1.7722361372275786
0,mismatched,A,83,0.0455,15,-3.3086030673235656
0,mismatched,A,84,0.2331,26,-0.24526467688757783
0,mismatched,A,85,0.8125,31,-1.8511575304812962
0,mismatched,A,86,0.8463,18,-2.33878395292494
0,mismatched,A,87,0.6683,37,-2.4553738996587895
0,mismatched,A,88,0.4845,18,-3.7548887017700405
0,mismatched,A,89,0.6303,14,-1.9908988068345934
0,mismatched,A,90,0.6711,30,-1.2560468812938779
0,mismatched,A,91,0.9537,26,-2.951253729657485
0,mismatched,A,92,0.3653,34,-1.4264404731289044
0,mismatched,A,93,0.6215,48,-3.413957629084507
0,mismatched,A,94,0.4933,26,-1.6404728787736251
0,mismatched,A,95,0.1945,18,-1.4843633515815275
0,mismatched,A,96,0.6894,31,-3.0081483529460047
0,mismatched,A,97,0.9812,18,-4.066742282567753
0,mismatched,A,98,0.4905,15,-2.4195796695848304
