seed,condition,facts,item,depth,ntok,logprob_per_token
0,cold,A,83,0.9645,20,-0.8071625703892096
0,cold,A,84,0.9712,13,-1.276033430145337
0,cold,A,85,0.9788,23,-1.9234283260125464
0,cold,A,86,0.9873,22,-1.5110404084605926
0,cold,B,0,0.0,31,-0.001595670828347436
0,cold,B,1,0.0696,20,-0.004410195937089157
0,cold,B,2,0.1106,26,-0.015095405055455138
0,cold,B,3,0.1636,25,-0.025679099019616843
0,cold,B,4,0.2162,27,-0.020552373461584835
0,cold,B,5,0.2662,22,-0.014212511568488977
0,cold,B,6,0.3671,19,-0.015286504863118017
0,cold,B,7,0.4124,18,-0.004924345063651951
0,cold,B,8,0.4514,20,-0.02017149290331872
0,cold,B,9,0.4927,18,-0.002340194323349149
0,cold,B,10,0.5346,16,-0.007184791757026687
0,cold,B,11,0.6243,16,-0.0029409651597234188
0,cold,B,12,0.6602,29,-0.002862273062858329
0,cold,B,13,0.7105,17,-0.006082696323146057
0,cold,B,14,0.7472,30,-0.003356093381929289
0,cold,B,15,0.7975,31,-0.0032100524624711986
0,cold,B,16,0.8484,36,-0.0037217871049506357
0,cold,B,17,0.949,19,-0.014305021923255959
0,warm,A,0,0.0,34,-1.522542651006541
0,warm,A,1,0.0106,22,-2.120797127538191
0,warm,A,2,0.0182,27,-1.9119942893955373
0,warm,A,3,0.0283,18,-0.029661043468270993
0,warm,A,4,0.0362,29,-1.0724091035582863
0,warm,A,5,0.0532,16,-2.194249701045919
0,warm,A,6,0.0599,15,-1.0640935227274895
0,warm,A,7,0.066,28,-1.5645354381995276
0,warm,A,8,0.0755,26,-1.9928096541463254
0,warm,A,9,0.0853,54,-0.40269008192902017
0,warm,A,10,0.1065,54,-2.137834131959136
0,warm,A,11,0.1237,63,-2.687230534799811
0,warm,A,12,0.1405,27,-3.028464389197459
0,warm,A,13,0.1504,36,-1.503851322351794
0,warm,A,14,0.1623,14,-3.3582076877355576
0,warm,A,15,0.1749,19,-1.5201686412390125
0,warm,A,16,0.1817,41,-2.2938013131752975
0,warm,A,17,0.2042,21,-2.8600667559852204
0,warm,A,18,0.2112,35,-1.8237058401307358
0,warm,A,19,0.2196,31,-2.3169913671069566
0,warm,A,20,0.2334,24,-3.181946459750179
0,warm,A,21,0.2408,19,-4.149161579479513
0,warm,A,22,0.2584,66,-2.5143917509517864
0,warm,A,23,0.2754,33,-3.7164208316667513
0,warm,A,24,0.286,48,-3.6235556953433843
0,warm,A,25,0.3019,18,-2.5343828515874014
0,warm,A,26,0.323,17,-0.5564553911475848
0,warm,A,27,0.3326,38,-2.1990681896369146
0,warm,A,28,0.3434,19,-2.546807971495008
0,warm,A,29,0.3507,30,-2.5233829416839098
0,warm,A,30,0.3583,24,-2.2585051129572093
0,warm,A,31,0.3668,13,-1.1813342628570704
0,warm,A,32,0.3731,31,-2.5965676606640278
0,warm,A,33,0.3965,15,-3.1168435245752333
0,warm,A,34,0.4033,16,-2.6169018609216437
0,warm,A,35,0.4088,24,-3.0049062390656522
0,warm,A,36,0.4165,13,-4.564470075214138
0,warm,A,37,0.4221,26,-3.2550182946680044
0,warm,A,38,0.4324,18,-2.152792123172225
0,warm,A,39,0.4529,18,-3.5728052447601737
0,warm,A,40,0.4607,26,-1.4924171147308347
0,warm,A,41,0.4673,20,-1.7108092453330754
0,warm,A,42,0.477,27,-2.112531700188777
0,warm,A,43,0.4927,23,-2.8698106565330503
0,warm,A,44,0.5017,18,-4.016006817213363
0,warm,A,45,0.5092,43,-2.6233662591426805
0,warm,A,46,0.5215,36,-3.1369431167840958
0,warm,A,47,0.5335,23,-2.609573474720768
0,warm,A,48,0.5601,30,-1.2339440862623936
0,warm,A,49,0.5686,15,-2.3663275950083817
0,warm,A,50,0.5758,43,-2.0843489083514255
0,warm,A,51,0.5889,26,-1.680722045152484
0,warm,A,52,0.5968,31,-1.5222393220783927
0,warm,A,53,0.6192,11,-4.552222610874609
0,warm,A,54,0.6269,40,-1.7040919670645962
0,warm,A,55,0.6437,53,-2.1972715932099405
0,warm,A,56,0.6571,21,-1.7726852114844536
0,warm,A,57,0.6644,15,-1.5309722270506123
0,warm,A,58,0.6801,16,-1.960034193471074
0,warm,A,59,0.6867,15,-2.1614730942683917
0,warm,A,60,0.6932,23,-2.165317906603298
0,warm,A,61,0.7029,23,-3.1191351611329163
0,warm,A,62,0.7113,18,-0.5457261175462109
0,warm,A,63,0.7182,20,-2.695058338274248
0,warm,A,64,0.7263,17,-2.6539584076689446
0,warm,A,65,0.7367,28,-0.22088553113449702
0,warm,A,66,0.7458,22,-1.2481787414459509
0,warm,A,67,0.7541,49,-1.7607773930805186
0,warm,A,68,0.7678,22,-1.9189438690188003
0,warm,A,69,0.7764,17,-1.6160131675355576
0,warm,A,70,0.7854,18,-2.077187912975205
0,warm,A,71,0.7938,43,-2.8782306730511684
0,warm,A,72,0.8141,22,-3.982864326945591
0,warm,A,73,0.8296,17,-3.431140383376795
0,warm,A,74,0.8376,33,-1.690007723735603
0,warm,A,75,0.8589,11,-1.5808645464818587
0,warm,A,76,0.8798,16,-2.404236186761409
0,warm,A,77,0.8924,25,-2.6176403371209744
0,warm,A,78,0.9024,36,-2.2787947379385716
0,warm,A,79,0.9142,31,-1.1415318507534986
0,warm,A,80,0.9298,25,-2.730111234639771
0,warm,A,81,0.9463,24,-2.14852231170759
0,warm,A,82,0.9581,20,-1.4037853227986488
0,warm,A,83,0.9645,20,-0.8285688761480742
0,warm,A,84,0.9712,13,-1.234442494236506
0,warm,A,85,0.9788,23,-1.8891475355232377
0,warm,A,86,0.9873,22,-1.5059326595880769
0,warm,B,0,0.0,31,-0.0028562895724110514
0,warm,B,1,0.0696,20,-0.008482226552496286
0,warm,B,2,0.1106,26,-0.013721832959093332
0,warm,B,3,0.1636,25,-0.017783538087969647
0,warm,B,4,0.2162,27,-0.05874616455050138
0,warm,B,5,0.2662,22,-0.010665919432292205
0,warm,B,6,0.3671,19,-0.009972801501709526
0,warm,B,7,0.4124,18,-0.008089628354153118
0,warm,B,8,0.4514,20,-0.028162821782461833
0,warm,B,9,0.4927,18,-0.002615959838294657
0,warm,B,10,0.5346,16,-0.022666530709102517
0,warm,B,11,0.6243,16,-0.0058400503075972665
0,warm,B,12,0.6602,29,-0.0024456100072711706
0,warm,B,13,0.7105,17,-0.00775983247320469
0,warm,B,14,0.7472,30,-0.0032919125632057938
0,warm,B,15,0.7975,31,-0.003265849809160441
0,warm,B,16,0.8484,36,-0.0040764999667367696
0,warm,B,17,0.949,19,-0.010052744826105865
0,mismatched,A,0,0.0,34,-1.5166077366893125
0,mismatched,A,1,0.0106,22,-2.150837303202769
0,mismatched,A,2,0.0182,27,-1.9576324024216134
0,mismatched,A,3,0.0283,18,-0.020476502058954793
0,mismatched,A,4,0.0362,29,-1.1012728440149784
0,mismatched,A,5,0.0532,16,-2.207694198761601
0,mismatched,A,6,0.0599,15,-1.0540590703487396
0,mismatched,A,7,0.066,28,-1.579117568159875
0,mismatched,A,8,0.0755,26,-1.983926960043251
0,mismatched,A,9,0.0853,54,-0.3987539906567387
0,mismatched,A,10,0.1065,54,-2.1369858884632036
0,mismatched,A,11,0.1237,63,-2.6775568326905606
0,mismatched,A,12,0.1405,27,-3.0069763141994676
0,mismatched,A,13,0.1504,36,-1.5090616797794307
0,mismatched,A,14,0.1623,14,-3.2586348929575513
0,mismatched,A,15,0.1749,19,-1.5341882254487198
0,mismatched,A,16,0.1817,41,-2.263035830678191
0,mismatched,A,17,0.2042,21,-2.816334556721683
0,mismatched,A,18,0.2112,35,-1.788777259424595
0,mismatched,A,19,0.2196,31,-2.2945529689426505
0,mismatched,A,20,0.2334,24,-3.1748710162355565
0,mismatched,A,21,0.2408,19,-4.1210807091311406
0,mismatched,A,22,0.2584,66,-2.512930940715843
0,mismatched,A,23,0.2754,33,-3.684192411728542
0,mismatched,A,24,0.286,48,-3.6608479399195253
0,mismatched,A,25,0.3019,18,-2.5770003530714245
0,mismatched,A,26,0.323,17,-0.5778913693862063
0,mismatched,A,27,0.3326,38,-2.1570061398961116
0,mismatched,A,28,0.3434,19,-2.54343824602639
0,mismatched,A,29,0.3507,30,-2.544738794498456
0,mismatched,A,30,0.3583,24,-2.251471323737254
0,mismatched,A,31,0.3668,13,-1.2085959523056562
0,mismatched,A,32,0.3731,31,-2.5913872592819613
0,mismatched,A,33,0.3965,15,-3.1052884151538214
0,mismatched,A,34,0.4033,16,-2.629255036939867
0,mismatched,A,35,0.4088,24,-3.045814945571086
0,mismatched,A,36,0.4165,13,-4.629183727280738
0,mismatched,A,37,0.4221,26,-3.2795021465460126
0,mismatched,A,38,0.4324,18,-2.120513079377512
0,mismatched,A,39,0.4529,18,-3.5552538830735205
0,mismatched,A,40,0.4607,26,-1.502976094177239
0,mismatched,A,41,0.4673,20,-1.779113562972634
0,mismatched,A,42,0.477,27,-2.08166212838626
0,mismatched,A,43,0.4927,23,-2.8958436208372205
0,mismatched,A,44,0.5017,18,-4.005297266153826
0,mismatched,A,45,0.5092,43,-2.65894260492276
0,mismatched,A,46,0.5215,36,-3.219030264765024
0,mismatched,A,47,0.5335,23,-2.667158560908359
0,mismatched,A,48,0.5601,30,-1.3036512013084576
0,mismatched,A,49,0.5686,15,-2.3430094685638325
0,mismatched,A,50,0.5758,43,-2.096672697735918
0,mismatched,A,51,0.5889,26,-1.7386936103978838
0,mismatched,A,52,0.5968,31,-1.5068598446339732
0,mismatched,A,53,0.6192,11,-4.641875848174095
0,mismatched,A,54,0.6269,40,-1.7040475253095793
0,mismatched,A,55,0.6437,53,-2.2130394721589597
0,mismatched,A,56,0.6571,21,-1.7888065904290193
0,mismatched,A,57,0.6644,15,-1.5198999267110291
0,mismatched,A,58,0.6801,16,-1.9060293096117675
0,mismatched,A,59,0.6867,15,-2.198535281419754
0,mismatched,A,60,0.6932,23,-2.17533374025041
0,mismatched,A,61,0.7029,23,-3.2173579163525416
0,mismatched,A,62,0.7113,18,-0.5378037848155751
0,mismatched,A,63,0.7182,20,-2.717583735892549
0,mismatched,A,64,0.7263,17,-2.608216544394107
0,mismatched,A,65,0.7367,28,-0.22353941500659857
0,mismatched,A,66,0.7458,22,-1.2510253161116536
0,mismatched,A,67,0.7541,49,-1.7682118754397675
0,mismatched,A,68,0.7678,22,-1.95631127316301
0,mismatched,A,69,0.7764,17,-1.6489854034255533
0,mismatched,A,70,0.7854,18,-2.067926034703204
0,mismatched,A,71,0.7938,43,-2.9351413593327
0,mismatched,A,72,0.8141,22,-4.051573963878169
0,mismatched,A,73,0.8296,17,-3.457590427030535
0,mismatched,A,74,0.8376,33,-1.7030608560819405
0,mismatched,A,75,0.8589,11,-1.5430768907747485
0,mismatched,A,76,0.8798,16,-2.492516345344484
0,mismatched,A,77,0.8924,25,-2.6118506100587546
0,mismatched,A,78,0.9024,36,-2.2758507463408426
0,mismatched,A,79,0.9142,31,-1.1669769981996185
0,mismatched,A,80,0.9298,25,-2.714840647871606
0,mismatched,A,81,0.9463,24,-2.2064398736492876
0,mismatched,A,82,0.9581,20,-1.4242215779842808
0,mismatched,A,83,0.9645,20,-0.8064101086450137
0,mismatched,A,84,0.9712,13,-1.2481280072377279
0,mismatched,A,85,0.9788,23,-1.928652528489297
0,mismatched,A,86,0.9873,22,-1.5684724420901726
0,mismatched,B,0,0.0,31,-0.003396710345998966
0,mismatched,B,1,0.0696,20,-0.00934405895859527
0,mismatched,B,2,0.1106,26,-0.020500931274280168
0,mismatched,B,3,0.1636,25,-0.028769708634354175
0,mismatched,B,4,0.2162,27,-0.08266768411677158
0,mismatched,B,5,0.2662,22,-0.01478376128877492
0,mismatched,B,6,0.3671,19,-0.013951567491810573
0,mismatched,B,7,0.4124,18,-0.010773871637259921
0,mismatched,B,8,0.4514,20,-0.030557115249393973
0,mismatched,B,9,0.4927,18,-0.003043345856591865
0,mismatched,B,10,0.5346,16,-0.028896925654407823
0,mismatched,B,11,0.6243,16,-0.00908289690323727
0,mismatched,B,12,0.6602,29,-0.005065983491508162
0,mismatched,B,13,0.7105,17,-0.010654702047331203
0,mismatched,B,14,0.7472,30,-0.00623308431180097
0,mismatched,B,15,0.7975,31,-0.004314587014490708
0,mismatched,B,16,0.8484,36,-0.005141273444072188
0,mismatched,B,17,0.949,19,-0.015275808565906789
1,cold,A,0,0.0,17,-3.8614411576623646
1,cold,A,1,0.0073,22,-3.0470072967423634
1,cold,A,2,0.0214,38,-0.6573514290080551
1,cold,A,3,0.0331,18,-2.2352510725613683
1,cold,A,4,0.0409,16,-2.3102022464736365
1,cold,A,5,0.0487,12,-2.206980342976749
1,cold,A,6,0.0543,25,-2.5890303897857665
1,cold,A,7,0.0618,23,-1.5602592749523667
1,cold,A,8,0.0739,24,-1.196619344701806
1,cold,A,9,0.0863,27,-1.8383475849749866
1,cold,A,10,0.101,30,-2.4988762438103245
1,cold,A,11,0.1173,23,-3.193074385109155
1,cold,A,12,0.1277,27,-2.7604847820657596
1,cold,A,13,0.1384,37,-2.7397983830874058
1,cold,A,14,0.1526,18,-2.6088622345899544
1,cold,A,15,0.1729,39,-3.136448480726148
1,cold,A,16,0.1846,15,-2.1885826687018075
1,cold,A,17,0.1917,16,-2.0882310288434383
1,cold,A,18,0.1988,15,-2.902422198653221
1,cold,A,19,0.2061,19,-2.2106746388323555
1,cold,A,20,0.2144,26,-3.1171945916962263
1,cold,A,21,0.2312,33,-2.63077698515333
1,cold,A,22,0.2457,22,-1.3875099492857275
1,cold,A,23,0.253,23,-0.8208814927587929
1,cold,A,24,0.2608,20,-1.8049291933944915
1,cold,A,25,0.2693,32,-2.719610297543113
1,cold,A,26,0.2812,26,-1.6018890573378974
1,cold,A,27,0.2898,44,-1.7498557305397382
1,cold,A,28,0.305,28,-2.4601621531286844
1,cold,A,29,0.3148,37,-1.2204729203941325
1,cold,A,30,0.3253,21,-2.0891589264363226
1,cold,A,31,0.3367,25,-2.374263751609251
1,cold,A,32,0.3519,20,-3.0002978451084346
1,cold,A,33,0.3638,11,-2.7854662612080574
1,cold,A,34,0.3698,17,-2.2580060358981
1,cold,A,35,0.3768,43,-1.015251970859407
1,cold,A,36,0.3898,18,-2.2811481464240284
1,cold,A,37,0.3963,23,-1.3430487759178504
1,cold,A,38,0.4088,33,-2.8782720669652475
1,cold,A,39,0.4328,31,-0.9147491117849225
1,cold,A,40,0.4422,42,-3.110785606142599
1,cold,A,41,0.4561,18,-4.852611649367544
1,cold,A,42,0.4766,13,-1.5298582157030558
1,cold,A,43,0.4816,46,-1.289244099144328
1,cold,A,44,0.501,79,-2.832837242057659
1,cold,A,45,0.5309,42,-1.7213602537910144
1,cold,A,46,0.5582,17,-2.7607775504755625
1,cold,A,47,0.5685,37,-0.9845743038089052
1,cold,A,48,0.5793,15,-1.8910558983683585
1,cold,A,49,0.5867,26,-0.2306026203877991
1,cold,A,50,0.6046,17,-2.13607572150581
1,cold,A,51,0.6132,16,-2.7423919698921964
1,cold,A,52,0.6228,65,-2.2144983923241783
1,cold,A,53,0.6433,27,-2.6673254351718008
1,cold,A,54,0.6566,16,-1.9239898911910132
1,cold,A,55,0.6633,24,-2.5655311154114315
1,cold,A,56,0.671,13,-2.499004597847278
1,cold,A,57,0.6769,91,-1.7628233927280634
1,cold,A,58,0.6989,15,-2.8025780002896985
1,cold,A,59,0.709,59,-2.569580092437672
1,cold,A,60,0.7245,26,-2.8461992492218715
1,cold,A,61,0.7345,58,-2.4658541498057307
1,cold,A,62,0.7528,21,-3.777731566202073
1,cold,A,63,0.7624,15,-2.751605946694811
1,cold,A,64,0.7757,21,-1.2854821995687893
1,cold,A,65,0.7937,24,-1.7442364000404875
1,cold,A,66,0.7989,30,-1.7745459163445048
1,cold,A,67,0.8136,17,-2.0742136603326156
1,cold,A,68,0.82,26,-3.441783081462535
1,cold,A,69,0.8328,34,-2.660694271390265
1,cold,A,70,0.8551,15,-1.9285215228796004
1,cold,A,71,0.8664,43,-1.9281036182787936
1,cold,A,72,0.8775,19,-2.520625629413285
1,cold,A,73,0.8895,17,-1.7385054341353037
1,cold,A,74,0.8962,37,-1.855987772748277
1,cold,A,75,0.9066,14,-1.8866752972327439
1,cold,A,76,0.9126,26,-0.5945532890289962
1,cold,A,77,0.9237,17,-2.1218589367892813
1,cold,A,78,0.9307,32,-1.4643781349950586
1,cold,A,79,0.9471,28,-2.00017011775656
1,cold,A,80,0.9596,22,-1.7651340859010816
1,cold,A,81,0.9684,34,-2.6483287158052384
1,cold,A,82,0.9808,12,-2.5735649429261684
1,cold,A,83,0.9866,22,-2.174146995689212
1,cold,B,0,0.0,43,-0.0003041756373276321
1,cold,B,1,0.0928,40,-0.002384485113361734
1,cold,B,2,0.1784,33,-0.004358643636971299
1,cold,B,3,0.2747,20,-0.010042506527861405
1,cold,B,4,0.3791,28,-0.005679516464551527
1,cold,B,5,0.433,27,-0.0011102363169575929
1,cold,B,6,0.4797,22,-0.005783015094493749
1,cold,B,7,0.5302,23,-0.0020387175199294174
1,cold,B,8,0.5879,13,-0.011133325258225132
1,cold,B,9,0.6271,19,-0.0013658916586313065
1,cold,B,10,0.7359,65,-0.03071199663770935
1,cold,B,11,0.8414,32,-0.002543319534879629
1,cold,B,12,0.9045,15,-0.0035711202343615394
1,warm,A,0,0.0,17,-3.9219625167110386
1,warm,A,1,0.0073,22,-3.0226199705026704
1,warm,A,2,0.0214,38,-0.6905712318842617
1,warm,A,3,0.0331,18,-2.2259540309508643
1,warm,A,4,0.0409,16,-2.2424755709362216
1,warm,A,5,0.0487,12,-2.091111917514354
1,warm,A,6,0.0543,25,-2.5141727355122567
1,warm,A,7,0.0618,23,-1.5294772421386924
1,warm,A,8,0.0739,24,-1.1910074798740122
1,warm,A,9,0.0863,27,-1.7867124329107658
1,warm,A,10,0.101,30,-2.5298482873506147
1,warm,A,11,0.1173,23,-3.2223498338590497
1,warm,A,12,0.1277,27,-2.715640617961509
1,warm,A,13,0.1384,37,-2.728454686775532
1,warm,A,14,0.1526,18,-2.642876939434144
1,warm,A,15,0.1729,39,-3.075475686325286
1,warm,A,16,0.1846,15,-2.1840451553463938
1,warm,A,17,0.1917,16,-2.0745414490811527
1,warm,A,18,0.1988,15,-2.9724130709966023
1,warm,A,19,0.2061,19,-2.1902523610685756
1,warm,A,20,0.2144,26,-3.1492958121413652
1,warm,A,21,0.2312,33,-2.579345266729819
1,warm,A,22,0.2457,22,-1.399849796400469
1,warm,A,23,0.253,23,-0.7969429861802046
1,warm,A,24,0.2608,20,-1.7757821654318833
1,warm,A,25,0.2693,32,-2.7289475893958297
1,warm,A,26,0.2812,26,-1.6416786600580404
1,warm,A,27,0.2898,44,-1.8114332305690781
1,warm,A,28,0.305,28,-2.4442717211121425
1,warm,A,29,0.3148,37,-1.2356418450576834
1,warm,A,30,0.3253,21,-2.0929072472111634
1,warm,A,31,0.3367,25,-2.2426955147017726
1,warm,A,32,0.3519,20,-2.965792619390413
1,warm,A,33,0.3638,11,-2.6919421790675684
1,warm,A,34,0.3698,17,-2.2778801404158857
1,warm,A,35,0.3768,43,-0.9791124774457658
1,warm,A,36,0.3898,18,-2.32063015198542
1,warm,A,37,0.3963,23,-1.3109370024378777
1,warm,A,38,0.4088,33,-2.8948888303006464
1,warm,A,39,0.4328,31,-0.9092589672542207
1,warm,A,40,0.4422,42,-3.1517139842998447
1,warm,A,41,0.4561,18,-4.841225980056657
1,warm,A,42,0.4766,13,-1.5788814918173908
1,warm,A,43,0.4816,46,-1.292141607674674
1,warm,A,44,0.501,79,-2.868002665739011
1,warm,A,45,0.5309,42,-1.7340926531635756
1,warm,A,46,0.5582,17,-2.7795197147437753
1,warm,A,47,0.5685,37,-0.9758913853835799
1,warm,A,48,0.5793,15,-1.9493698845307033
1,warm,A,49,0.5867,26,-0.20884500684265872
1,warm,A,50,0.6046,17,-2.0743766058893764
1,warm,A,51,0.6132,16,-2.7432412621565163
1,warm,A,52,0.6228,65,-2.1990802192738137
1,warm,A,53,0.6433,27,-2.681676850947379
1,warm,A,54,0.6566,16,-1.919252993131522
1,warm,A,55,0.6633,24,-2.5472470466653854
1,warm,A,56,0.671,13,-2.5231998356489034
1,warm,A,57,0.6769,91,-1.7896931812410213
1,warm,A,58,0.6989,15,-2.7784875205717983
1,warm,A,59,0.709,59,-2.5607253578797344
1,warm,A,60,0.7245,26,-2.805071952305018
1,warm,A,61,0.7345,58,-2.3879550632891235
1,warm,A,62,0.7528,21,-3.735479014260428
1,warm,A,63,0.7624,15,-2.645746786395709
1,warm,A,64,0.7757,21,-1.2928008383522476
1,warm,A,65,0.7937,24,-1.7609895349111564
1,warm,A,66,0.7989,30,-1.670452877485271
1,warm,A,67,0.8136,17,-2.040245032907264
1,warm,A,68,0.82,26,-3.485521966206411
1,warm,A,69,0.8328,34,-2.589233490295181
1,warm,A,70,0.8551,15,-1.9597778648138047
1,warm,A,71,0.8664,43,-1.9913679055996825
1,warm,A,72,0.8775,19,-2.4798333502962793
1,warm,A,73,0.8895,17,-1.7427064819151865
1,warm,A,74,0.8962,37,-1.7918261356488172
1,warm,A,75,0.9066,14,-1.7557740307446303
1,warm,A,76,0.9126,26,-0.6163873934246322
1,warm,A,77,0.9237,17,-2.052662826745826
1,warm,A,78,0.9307,32,-1.4301633727500302
1,warm,A,79,0.9471,28,-1.9941224720631519
1,warm,A,80,0.9596,22,-1.7339149989526381
1,warm,A,81,0.9684,34,-2.640303636644282
1,warm,A,82,0.9808,12,-2.5981228028734527
1,warm,A,83,0.9866,22,-2.1239130540475757
1,warm,B,0,0.0,43,-0.0029257232164486913
1,warm,B,1,0.0928,40,-0.004337415974237047
1,warm,B,2,0.1784,33,-0.005323079577162086
1,warm,B,3,0.2747,20,-0.02945312533447577
1,warm,B,4,0.3791,28,-0.008486165954244436
1,warm,B,5,0.433,27,-0.002160019519107192
1,warm,B,6,0.4797,22,-0.011329474102240056
1,warm,B,7,0.5302,23,-0.004252576064217188
1,warm,B,8,0.5879,13,-0.00978221750119701
1,warm,B,9,0.6271,19,-0.004835084659326209
1,warm,B,10,0.7359,65,-0.04502978641157299
1,warm,B,11,0.8414,32,-0.0029878005404953
1,warm,B,12,0.9045,15,-0.00817814451099063
1,mismatched,A,0,0.0,17,-3.882779226419242
1,mismatched,A,1,0.0073,22,-3.045044556514106
1,mismatched,A,2,0.0214,38,-0.6808067192999883
1,mismatched,A,3,0.0331,18,-2.2502934047693595
1,mismatched,A,4,0.0409,16,-2.2434666302870028
1,mismatched,A,5,0.0487,12,-2.120050510702034
1,mismatched,A,6,0.0543,25,-2.4775335955619813
1,mismatched,A,7,0.0618,23,-1.5465053727833868
1,mismatched,A,8,0.0739,24,-1.205545034504515
1,mismatched,A,9,0.0863,27,-1.7856767216009624
1,mismatched,A,10,0.101,30,-2.512914562227282
1,mismatched,A,11,0.1173,23,-3.190300794723241
1,mismatched,A,12,0.1277,27,-2.7121914567057197
1,mismatched,A,13,0.1384,37,-2.7061884005257477
1,mismatched,A,14,0.1526,18,-2.5725117842666805
1,mismatched,A,15,0.1729,39,-3.0820622066011985
1,mismatched,A,16,0.1846,15,-2.19232234954834
1,mismatched,A,17,0.1917,16,-2.051415625057416
1,mismatched,A,18,0.1988,15,-3.0027461379766462
1,mismatched,A,19,0.2061,19,-2.2041605326536993
1,mismatched,A,20,0.2144,26,-3.101265380265921
1,mismatched,A,21,0.2312,33,-2.5863724454785837
1,mismatched,A,22,0.2457,22,-1.404697939033874
1,mismatched,A,23,0.253,23,-0.7776219239242437
